time,temperature,setpoint
2024-06-29 23:36:32.200647,29.75,30.0
2024-06-29 23:36:37.208429,30.25,30.0
2024-06-29 23:36:42.215880,31.25,30.0
2024-06-29 23:36:47.223670,30.50,30.0
2024-06-29 23:36:52.231357,30.00,30.0
2024-06-29 23:36:57.238827,31.00,30.0
2024-06-29 23:37:02.246370,31.00,30.0
2024-06-29 23:37:07.254034,31.00,30.0
2024-06-29 23:37:12.261804,29.75,30.0
2024-06-29 23:37:17.269478,31.25,30.0
2024-06-29 23:37:22.276733,30.50,30.0
2024-06-29 23:37:27.284657,31.00,30.0
2024-06-29 23:37:32.291980,30.50,30.0
2024-06-29 23:37:37.299575,31.25,30.5
2024-06-29 23:37:42.307372,30.25,30.5
2024-06-29 23:37:47.315225,30.75,30.5
2024-06-29 23:37:52.322483,30.75,30.5
2024-06-29 23:37:57.330229,30.75,30.5
2024-06-29 23:38:02.337796,30.25,30.5
2024-06-29 23:38:07.345151,30.25,30.5
2024-06-29 23:38:12.352849,31.75,30.5
2024-06-29 23:38:17.360664,30.50,30.5
2024-06-29 23:38:22.367987,29.75,30.5
2024-06-29 23:38:27.375698,30.25,30.5
2024-06-29 23:38:32.383369,30.75,30.5
2024-06-29 23:38:37.391018,31.25,31.0
2024-06-29 23:38:42.398678,30.00,31.0
2024-06-29 23:38:47.406147,29.75,31.0
2024-06-29 23:38:52.413958,31.25,31.0
2024-06-29 23:38:57.421501,31.50,31.0
2024-06-29 23:39:02.429159,30.00,31.0
2024-06-29 23:39:07.436879,31.50,31.0
2024-06-29 23:39:12.444168,29.75,31.0
2024-06-29 23:39:17.451833,31.75,31.0
2024-06-29 23:39:22.459582,30.75,31.0
2024-06-29 23:39:27.467052,30.50,31.0
2024-06-29 23:39:32.474894,31.25,31.0
2024-06-29 23:39:37.482349,30.75,31.5
2024-06-29 23:39:42.489887,31.75,31.5
2024-06-29 23:39:47.497621,29.50,31.5
2024-06-29 23:39:52.505019,30.50,31.5
2024-06-29 23:39:57.512583,31.25,31.5
2024-06-29 23:40:02.520714,30.25,31.5
2024-06-29 23:40:07.527919,31.25,31.5
2024-06-29 23:40:12.535560,30.00,31.5
2024-06-29 23:40:17.543339,31.25,31.5
2024-06-29 23:40:22.550775,30.25,31.5
2024-06-29 23:40:27.558511,30.75,31.5
2024-06-29 23:40:32.565892,30.75,31.5
2024-06-29 23:40:37.573792,30.75,32.0
2024-06-29 23:40:42.581123,29.75,32.0
2024-06-29 23:40:47.588833,30.75,32.0
2024-06-29 23:40:52.596213,30.00,32.0
2024-06-29 23:40:57.603696,30.25,32.0
2024-06-29 23:41:02.611548,30.25,32.0
2024-06-29 23:41:07.619389,31.25,32.0
2024-06-29 23:41:12.626636,30.25,32.0
2024-06-29 23:41:17.634121,31.00,32.0
2024-06-29 23:41:22.642101,31.00,32.0
2024-06-29 23:41:27.649389,30.50,32.0
2024-06-29 23:41:32.657064,30.25,32.0
2024-06-29 23:41:37.664401,30.50,32.5
2024-06-29 23:41:42.672364,31.25,32.5
2024-06-29 23:41:47.679629,30.00,32.5
2024-06-29 23:41:52.687420,31.00,32.5
2024-06-29 23:41:57.694922,31.25,32.5
2024-06-29 23:42:02.702915,30.25,32.5
2024-06-29 23:42:07.710117,31.25,32.5
2024-06-29 23:42:12.717834,31.00,32.5
2024-06-29 23:42:17.725075,32.25,32.5
2024-06-29 23:42:22.732747,30.50,32.5
2024-06-29 23:42:27.740372,31.75,32.5
2024-06-29 23:42:32.747844,31.75,32.5
2024-06-29 23:42:37.755775,30.25,33.0
2024-06-29 23:42:42.763243,30.50,33.0
2024-06-29 23:42:47.770917,29.75,33.0
2024-06-29 23:42:52.778274,31.75,33.0
2024-06-29 23:42:57.786177,31.75,33.0
2024-06-29 23:43:02.793617,31.00,33.0
2024-06-29 23:43:07.801177,32.00,33.0
2024-06-29 23:43:12.808734,32.25,33.0
2024-06-29 23:43:17.816388,31.25,33.0
2024-06-29 23:43:22.824610,31.25,33.0
2024-06-29 23:43:27.831263,31.75,33.0
2024-06-29 23:43:32.839178,32.00,33.0
2024-06-29 23:43:37.846314,31.00,33.5
2024-06-29 23:43:42.854292,31.25,33.5
2024-06-29 23:43:47.861585,32.00,33.5
2024-06-29 23:43:52.869146,32.75,33.5
2024-06-29 23:43:57.876467,30.75,33.5
2024-06-29 23:44:02.884119,33.00,33.5
2024-06-29 23:44:07.891634,31.25,33.5
2024-06-29 23:44:12.899273,32.25,33.5
2024-06-29 23:44:17.907148,31.00,33.5
2024-06-29 23:44:22.914410,32.50,33.5
2024-06-29 23:44:27.921910,32.25,33.5
2024-06-29 23:44:32.929392,33.00,33.5
2024-06-29 23:44:37.937008,31.75,34.0
2024-06-29 23:44:42.944511,33.00,34.0
2024-06-29 23:44:47.951907,33.00,34.0
2024-06-29 23:44:52.959338,31.25,34.0
2024-06-29 23:44:57.967211,31.50,34.0
2024-06-29 23:45:02.974322,32.50,34.0
2024-06-29 23:45:07.982050,32.75,34.0
2024-06-29 23:45:12.989740,32.75,34.0
2024-06-29 23:45:17.997033,33.25,34.0
2024-06-29 23:45:23.004444,32.75,34.0
2024-06-29 23:45:28.012117,33.25,34.0
2024-06-29 23:45:33.019630,31.75,34.0
2024-06-29 23:45:38.027257,34.00,34.5
2024-06-29 23:45:43.034763,32.25,34.5
2024-06-29 23:45:48.042088,34.00,34.5
2024-06-29 23:45:53.050356,31.75,34.5
2024-06-29 23:45:58.057361,33.25,34.5
2024-06-29 23:46:03.065213,33.00,34.5
2024-06-29 23:46:08.072319,32.25,34.5
2024-06-29 23:46:13.079711,33.75,34.5
2024-06-29 23:46:18.087553,33.25,34.5
2024-06-29 23:46:23.094781,32.25,34.5
2024-06-29 23:46:28.102558,33.75,34.5
2024-06-29 23:46:33.110168,32.75,34.5
2024-06-29 23:46:38.117599,33.75,35.0
2024-06-29 23:46:43.124988,32.75,35.0
2024-06-29 23:46:48.132597,33.75,35.0
2024-06-29 23:46:53.140705,32.75,35.0
2024-06-29 23:46:58.147606,33.50,35.0
2024-06-29 23:47:03.155401,34.00,35.0
2024-06-29 23:47:08.162685,33.50,35.0
2024-06-29 23:47:13.170223,33.75,35.0
2024-06-29 23:47:18.177681,34.50,35.0
2024-06-29 23:47:23.185572,33.25,35.0
2024-06-29 23:47:28.192765,34.50,35.0
2024-06-29 23:47:33.200411,32.75,35.0
2024-06-29 23:47:38.207681,33.50,35.5
2024-06-29 23:47:43.215341,34.50,35.5
2024-06-29 23:47:48.222816,33.25,35.5
2024-06-29 23:47:53.230386,32.50,35.5
2024-06-29 23:47:58.237890,34.25,35.5
2024-06-29 23:48:03.245750,34.50,35.5
2024-06-29 23:48:08.253042,33.00,35.5
2024-06-29 23:48:13.260455,35.25,35.5
2024-06-29 23:48:18.268002,33.50,35.5
2024-06-29 23:48:23.275524,35.00,35.5
2024-06-29 23:48:28.283474,33.50,35.5
2024-06-29 23:48:33.290412,34.25,35.5
2024-06-29 23:48:38.298211,34.00,36.0
2024-06-29 23:48:43.309059,34.75,36.0
2024-06-29 23:48:48.313296,33.75,36.0
2024-06-29 23:48:53.320776,34.25,36.0
2024-06-29 23:48:58.328239,33.50,36.0
2024-06-29 23:49:03.335587,35.00,36.0
2024-06-29 23:49:08.343523,35.00,36.0
2024-06-29 23:49:13.350917,34.00,36.0
2024-06-29 23:49:18.358575,35.00,36.0
2024-06-29 23:49:23.365987,34.75,36.0
2024-06-29 23:49:28.373392,33.50,36.0
2024-06-29 23:49:33.380883,36.00,36.0
2024-06-29 23:49:38.388616,34.25,36.5
2024-06-29 23:49:43.395989,36.25,36.5
2024-06-29 23:49:48.403338,35.00,36.5
2024-06-29 23:49:53.410867,35.50,36.5
2024-06-29 23:49:58.418690,34.75,36.5
2024-06-29 23:50:03.425939,36.00,36.5
2024-06-29 23:50:08.433550,35.25,36.5
2024-06-29 23:50:13.441345,35.50,36.5
2024-06-29 23:50:18.448730,36.00,36.5
2024-06-29 23:50:23.456071,36.50,36.5
2024-06-29 23:50:28.463617,34.25,36.5
2024-06-29 23:50:33.471099,36.50,36.5
